,palabra,segmentacion
5378,kümeke,"['nie','-la','-y']"
5379,piwke,"['küme','-ke']"
5380,kümeke,['piwke']
5381,rakiduam,"['küme','-ke']"
5382,niekefuy,['rakiduam']
5383,ngülam,"['nie','-ke','-fu','-y']"
5384,kimün,['ngülam']
5385,rakiduam,"['kim','-ün']"
5386,pu,['rakiduam']
5387,yall,['pu']
5388,pu,['yall']
5389,chaw,['pu']
5390,ngülamtukefuy,['chaw']
5391,tañi,"['ngülam','-tu','-ke','-fu','-y']"
5392,fotüm,"['ta','-ñi']"
5393,pu,['fotüm']
5394,fotüm,['pu']
5395,pu,['fotüm']
5396,ñawe,['pu']
5397,ñuke,['ñawe']
5398,ka,['ñuke']
5399,femkelley,['ka']
5400,may,"['fem','-ke','-lle','-y']"
5401,dungukefuy,['may']
5402,tañi,"['dungu','-ke','-fu','-y']"
5403,püñeñ,"['ta','-ñi']"
5404,domo,['püñeñ']
5405,püñeñ,['domo']
5406,wentru,['püñeñ']
5407,püñeñ,['wentru']
5408,tripayael,['püñeñ']
5409,chem,"['tripa','-ya','-el']"
5410,rume,['chem']
5411,kewatuyawlayaymi,['rume']
5412,küme,"['kewa','-tu','-yaw','-la','-ya','-ymi']"
5413,miyawaymi,['küme']
5414,küme,"['miyaw','-a','-ymi']"
5415,che,['küme']
5416,ta,['che']
5417,iñchiñ,['ta']
5418,küme,['iñchiñ']
5419,mongen,['küme']
5420,ta,['mongen']
5421,nieiñ,['ta']
5422,pekanka,"['nie','-iñ']"
5423,wedake,['pekanka']
5424,dungu,"['weda','-ke']"
5425,mew,['dungu']
5426,yengelayaymi,['mew']
5427,kümeke,"['ye','-nge','-la','-ya','-ymi']"
5428,dungu,"['küme','-ke']"
5429,mew,['dungu']
5430,yetumekey,['mew']
5431,che,"['ye','-tu','-meke','-y']"
5432,falin,['che']
5433,che,"['fali','-n']"
5434,dungu,['che']
5435,mew,['dungu']
5436,pikefuy,['mew']
5437,ñi,"['pi','-ke','-fu','-y']"
5438,pu,['ñi']
5439,ñukentu,['pu']
5440,em,['ñukentu']
5441,ka,['em']
5442,pekankalu,['ka']
5443,müten,"['pekanka','-lu']"
5444,dungukelafuy,['müten']
5445,ta,"['dungu','-ke','-la','-fu','-y']"
5446,che,['ta']
5447,fey,['che']
5448,llemay,['fey']
5449,feymew,['llemay']
5450,lamngen,['feymew']
5451,femngechi,['lamngen']
5452,fütrake,['femngechi']
5453,kimniefuiñ,"['fütra','-ke']"
5454,iñchiñ,"['kim','-nie','-fu','-iñ']"
5455,ta,['iñchiñ']
5456,ti,['ta']
5457,feymew,['ti']
5458,ka,['feymew']
5459,kiñeke,['ka']
5460,che,"['kiñe','-ke']"
5461,ta,['che']
5462,yentukuniey,['ta']
5463,tañi,"['ye','-n-']"
5464,kimdungun,"['tuku','-nie','-y']"
5465,ka,"['ta','-ñi']"
5466,kiñeke,"['kim','-dungu','-n']"
5467,ka,['ka']
5468,ngoymay,"['kiñe','-ke']"
5469,kiñeke,['ka']
5470,ka,"['ngoyma','-y']"
5471,welu,"['kiñe','-ke']"
5472,kuyfi,['ka']
5473,ñi,['welu']
5474,feleel,['kuyfi']
5475,dungu,['ñi']
5476,ngekelafuy,"['fele','-el']"
5477,kuyfi,['dungu']
5478,may,"['nge','-ke','-la','-fu','-y']"
5479,ngillatukefuy,['kuyfi']
5480,che,['may']
5481,epu,"['ngillatu','-ke','-fu','-y']"
5482,tripantü,['che']
5483,rupakefuy,['epu']
5484,mülekefuy,['tripantü']
5485,ngillatun,"['rupa','-ke','-fu','-y']"
5486,ka,"['müle','-ke','-fu','-y']"
5487,epu,"['ngillatu','-n']"
5488,tripantü,['ka']
5489,rupakey,['epu']
5490,ka,['tripantü']
5491,mülekefuy,"['rupa','-ke','-y']"
5492,ngillatun,['ka']
5493,fewla,"['müle','-ke','-fu','-y']"
5494,may,"['ngillatu','-n']"
5495,ngillatuwelay,['fewla']
5496,che,['may']
5497,iñchiñ,"['ngillatu','-we','-la','-y']"
5498,püle,['che']
5499,turpu,['iñchiñ']
5500,ngillatuwelay,['püle']
5501,pu,['turpu']
5502,evangeliko,"['ngillatu','-we','-la','-y']"
5503,pewüdkiyawkey,['pu']
5504,pun,['evangeliko']
5505,welu,"['pe','-*wüd','-kiyaw','-ke','-y']"
5506,ta,['pun']
5507,kuyfi,['welu']
5508,kom,['ta']
5509,pu,['kuyfi']
5510,che,['kom']
5511,mülelu,['pu']
5512,lof,['che']
5513,mew,"['müle','-lu']"
5514,konpuy,['lof']
5515,ta,['mew']
5516,ngillatun,"['kon','-pu','-y']"
5517,fey,['ta']
5518,llemay,"['ngillatu','-n']"
5519,kom,['fey']
5520,konkefuy,['llemay']
5521,ti,['kom']
5522,ngillatun,"['kon','-ke','-fu','-y']"
5523,ka,['ti']
5524,kiñeke,"['ngillatu','-n']"
5525,antü,['ka']
5526,konkefuy,"['kiñe','-ke']"
5527,sabado,['antü']
5528,antü,"['kon','-ke','-fu','-y']"
5529,ka,['sabado']
5530,domingo,['antü']
5531,tripael,['ka']
5532,welu,['domingo']
5533,fütake,"['tripa','-el']"
5534,ngillatun,['welu']
5535,kimngillatun,"['füta','-ke']"
5536,llemay,"['ngillatu','-n']"
5537,sonido,"['kim','-ngilla','-tu','-n']"
5538,de,['llemay']
5539,celular,['lamngen']
5540,lamngen,['ta']
5541,ta,['ti']
5542,ti,['pu']
5543,pu,"['weupi','-fe']"
5544,weupife,['ka']
5545,ka,"['dulli','-n']"
5546,dullin,['che']
5547,che,['reke']
5548,reke,"['müle','-ke','-fu','-y']"
5549,mülekefuy,['ta']
5550,ta,"['weupi','-fe']"
5551,weupife,['chumngechi']
5552,chumngechi,"['kim','-la','-fu','-y']"
5553,kimlafuy,['rume']
5554,rume,['ta']
5555,ta,"['papel','-tu','-n']"
5556,papeltun,"['pi','-nge','-ke','-y']"
5557,pingekey,"['wiri','-n']"
5558,wirin,"['tuku','-n']"
5559,tukun,['welu']
5560,welu,"['nie','-fu','-y']"
5561,niefuy,['fentren']
5562,fentren,['newen']
5563,newen,['fentren']
5564,fentren,['kewün']
5565,kewün,['ñi']
5566,ñi,"['dungu','-a','-el']"
5567,dunguael,"['küme','-ke']"
5568,kümeke,['dungu']
5569,dungu,['llemay']
5570,llemay,['rume']
5571,rume,['ta']
5572,ta,['che']
5573,che,['ta']
5574,ta,"['allkutu','-ke','-fu','-y']"
5575,allkutukefuy,['ka']
5576,ka,['rume']
5577,rume,['ta']
5578,ta,"['ye','-n-']"
5579,yentukuniengey,"['tuku','-nie','-nge','-y']"
5580,feychi,"['fey','-chi']"
5581,ngülam,['ngülam']
5582,ka,['ka']
5583,llemay,['llemay']
5584,puwkefuy,"['puw','-ke','-fu','-y']"
5585,ta,['ta']
5586,piwke,['piwke']
5587,mew,['mew']
5588,puwkefuy,"['puw','-ke','-fu','-y']"
5589,ta,['ta']
5590,che,['che']
5591,mew,['mew']
5592,puwkefuy,"['puw','-ke','-fu','-y']"
5593,fey,['fey']
5594,llemay,['llemay']
5595,ka,['ka']
5596,chew,['chew']
5597,rume,['rume']
5598,chumngechi,['chumngechi']
5599,nütramkapeeyu,"['nütramka','-pe','-e','-yu']"
5600,lamngen,['lamngen']
5601,chayi,['chayi']
5602,chew,['chew']
5603,rume,['rume']
5604,iney,['iney']
5605,rume,['rume']
5606,ngillatufuy,"['ngillatu','-fu','-y']"
5607,lamngen,['lamngen']
5608,nienon,"['nie','-no','-n']"
5609,mew,['mew']
5610,machi,['machi']
5611,kiñeke,"['kiñe','-ke']"
5612,mew,['mew']
5613,nielay,"['nie','-la','-y']"
5614,machi,['machi']
5615,ngillatualu,"['ngillatu','-a','-lu']"
5616,fey,['fey']
5617,may,['may']
5618,kom,['kom']
5619,ngillatuiñ,"['ngillatu','-iñ']"
5620,iñchiñ,['iñchiñ']
5621,kom,['kom']
5622,dungukefuy,"['dungu','-ke','-fu','-y']"
5623,che,['che']
5624,kom,['kom']
5625,ngillatukefuy,"['ngillatu','-ke','-fu','-y']"
5626,che,['che']
5627,welu,['welu']
5628,mülen,"['müle','-n']"
5629,mew,['mew']
5630,machi,['machi']
5631,machi,['machi']
5632,yen,"['ye','-n']"
5633,tukuniey,"['tuku','-nie','-y']"
5634,longko,['longko']
5635,reke,['reke']
5636,yen,"['ye','-n']"
5637,tukuniey,"['tuku','-nie','-y']"
5638,chi,['chi']
5639,ñi,['ñi']
5640,ngillatun,"['ngillatu','-n']"
5641,welu,['welu']
5642,kom,['kom']
5643,che,['che']
5644,walloñmalen,"['wallo','-ñma','-le','-n']"
5645,mew,['mew']
5646,ka,['ka']
5647,femngechi,['femngechi']
5648,dungulerpuy,"['dungu','-le','-rpu','-y']"
5649,tañi,"['ta','-ñi']"
5650,ngillatun,"['ngillatu','-n']"
5651,welu,['welu']
5652,ta,['ta']
5653,kisu,['kisu']
5654,müten,['müten']
5655,ta,['ta']
5656,ngillatukey,"['ngillatu','-ke','-y']"
5657,ta,['ta']
5658,che,['che']
5659,kisu,['kisu']
5660,llemay,['llemay']
5661,ta,['ta']
5662,chew,['chew']
5663,rume,['rume']
5664,eymi,['eymi']
5665,amulelmi,"['amu','-le','-l','-mi']"
5666,lamngen,['lamngen']
5667,chem,['chem']
5668,rume,['rume']
5669,amu-le-lmi,"['amu','-le','-l','-mi']"
5670,faw,['faw']
5671,ngillatuan,"['ngillatu','-a','-n']"
5672,pilmi,"['pi','-l','-mi']"
5673,kiñe,['kiñe']
5674,wingkul,['wingkul']
5675,mew,['mew']
5676,kiñe,['kiñe']
5677,trayenko,['trayenko']
5678,mew,['mew']
5679,kiñe,['kiñe']
5680,rüpü,['rüpü']
5681,mew,['mew']
5682,kiñe,['kiñe']
5683,mawidantu,"['mawida','-ntu']"
5684,mew,['mew']
5685,küpangillatulmi,"['küpa','-ngilla','-tu','-l','-mi']"
5686,ngillatuaymi,"['ngillatu','-a','-ymi']"
5687,fey,['fey']
5688,kom,['kom']
5689,che,['che']
5690,femkey,"['fem','-ke','-y']"
5691,fey,['fey']
5692,llemay,['llemay']
5693,fey,['fey']
5694,ta,['ta']
5695,müna,['müna']
5696,mañumeyu,"['mañum','-e','-yu']"
5697,tami,"['ta','-mi']"
5698,dungu,['dungu']
5699,müna,['müna']
5700,mañumeyu,"['mañum','-e','-yu']"
5701,tami,"['ta','-mi']"
5702,nütram,['nütram']
5703,peñi,['peñi']
5704,ka,['ka']
5705,fey,['fey']
5706,ta,['ta']
5707,müna,['müna']
5708,kümey,"['küme','-y']"
5709,tami,"['ta','-mi']"
5710,entun,"['entu','-n']"
5711,iñche,['iñche']
5712,küpa,['küpa']
5713,chillkatun,"['chillkatu','-n']"
5714,tüfachi,"['tüfa','-chi']"
5715,dungu,['dungu']
5716,ñi,['ñi']
5717,dewmayael,"['dewma','-ya','-el']"
5718,tañi,"['ta','-ñi']"
5719,küdaw,['küdaw']
5720,argentina,['argentina']
5721,mapu,['mapu']
5722,mew,['mew']
5723,ka,['ka']
5724,ñi,['ñi']
5725,doy,['doy']
5726,küme,['küme']
5727,kimael,"['kim','-a','-el']"
5728,ta,['ta']
5729,mapudungun,['mapudungun']
5730,ñi,['ñi']
5731,doy,['doy']
5732,küme,['küme']
5733,kimelael,"['kimel','-a','-el']"
5734,ta,['ta']
5735,mapudungun,['mapudungun']
5736,ka,['ka']
5737,feymew,['feymew']
5738,mañumeyu,"['mañum','-e','-yu']"
5739,kom,['kom']
5740,tami,"['ta','-mi']"
5741,kimün,"['kim','-ün']"
5742,tañi,"['ta','-ñi']"
5743,eluel,"['elu','-el']"
5744,fey,['fey']
5745,pewmangen,['pewmangen']
5746,mew,['mew']
5747,kom,['kom']
5748,pu,['pu']
5749,che,['che']
5750,mülelu,"['müle','-lu']"
5751,tüfachi,"['tüfa','-chi']"
5752,waria,['waria']
5753,mew,['mew']
5754,kiñewün,['kiñewün']
5755,reke,['reke']
5756,küdawliñ,"['küdaw','-l','-iñ']"
5757,ñi,['ñi']
5758,witrampura-yael,"['witra','-m-','pura','-ya','-el']"
5759,chi,['chi']
5760,mapuchedungun,"['mapuche','-dungu','-n']"
5761,ñi,['ñi']
5762,entuael,"['entu','-a','-el']"
5763,chi,['chi']
5764,mapuchedungun,"['mapuche','-dungu','-n']"
5765,tüfachi,"['tüfa','-chi']"
5766,waria,['waria']
5767,mew,['mew']
5768,pewmangenmew,"['pewmangen','-mew']"
5769,fey,['fey']
5770,ta,['ta']
5771,feley,"['fele','-y']"
5772,ta,['ta']
5773,ti,['ti']
5774,eymi,['eymi']
5775,amuymi,"['amu','-ymi']"
5776,ñi,['ñi']
5777,chillkatuael,"['chillkatu','-a','-el']"
5778,ka,['ka']
5779,pais,['pais']
5780,mew,['mew']
5781,amurkeymi,"['amu','-rke','-ymi']"
5782,mi,['mi']
5783,chillkatuael,"['chillkatu','-a','-el']"
5784,ka,['ka']
5785,pais,['pais']
5786,mew,['mew']
5787,chem,['chem']
5788,kimpuymi,"['kim','-pu','-ymi']"
5789,ka,['ka']
5790,mapu,['mapu']
5791,mew,['mew']
5792,chem,['chem']
5793,kimpuymi,"['kim','-pu','-ymi']"
5794,ka,['ka']
5795,mapu,['mapu']
5796,mew,['mew']
5797,chem,['chem']
5798,mew,['mew']
5799,puwimi,"['puw','-imi']"
5800,eymi,['eymi']
5801,Iñche,['iñche']
5802,chumkanorume,['chumkanorume']
5803,rakiduamkelafun,"['rakiduam','-ke','-la','-fu','-n']"
5804,rupakelafuy,"['rupa','-ke','-la','-fu','-y']"
5805,tañi,"['ta','-ñi']"
5806,longko,['longko']
5807,mew,['mew']
5808,tañi,"['ta','-ñi']"
5809,rakiduam,['rakiduam']
5810,mew,['mew']
5811,kiñe,['kiñe']
5812,antü,['antü']
5813,tañi,"['ta','-ñi']"
5814,müpüael,"['müpü','-a','-el']"
5815,tüfachi,"['tüfa','-chi']"
5816,pañilwe,['pañilwe']
5817,üñüm,['üñüm']
5818,mew,['mew']
5819,ellapichiwentrungelu,"['ella','-pichi','-wentru','-nge','-lu']"
5820,iñche,['iñche']
5821,rupakefuy,"['rupa','-ke','-fu','-y']"
5822,wenu,['wenu']
5823,feychi,"['fey','-chi']"
5824,aeroplano,['aeroplano']
5825,pikefuy,"['pi','-ke','-fu','-y']"
5826,ta,['ta']
5827,ti,['ti']
5828,kuse,['kuse']
5829,chuchu,['chuchu']
5830,yem,['yem']
5831,chumngechi,['chumngechi']
5832,müpükey,"['müpü','-ke','-y']"
5833,chi,['chi']
5834,che,['che']
5835,feychi,"['fey','-chi']"
5836,pañilwe,['pañilwe']
5837,üñüm,['üñüm']
5838,mew,['mew']
5839,pikefuy,"['pi','-ke','-fu','-y']"
5840,ñi,['ñi']
5841,rakiduam,['rakiduam']
5842,pichiwentrungelu,"['pichi','-wentru','-nge','-lu']"
5843,iñche,['iñche']
5844,kuydaufisayawlu,"['kuyda','-ufisa','-yaw','-lu']"
5845,iñche,['iñche']
5846,lelfün,['lelfün']
5847,mew,['mew']
5848,kiñeke,"['kiñe','-ke']"
5849,rupakefuy,"['rupa','-ke','-fu','-y']"
5850,ka,['ka']
5851,kiñeke,"['kiñe','-ke']"
5852,kulen,['kulen']
5853,reke,['reke']
5854,elkunukefuy,"['el','-kunu','-ke','-fu','-y']"
5855,ñi,['ñi']
5856,pitrun,['pitrun']
5857,müna,['müna']
5858,amatukefun,"['amatu','-ke','-fu','-n']"
5859,feychi,"['fey','-chi']"
5860,dungu,['dungu']
5861,purakintuniekefun,"['pura','-kintu','-nie','-ke','-fu','-n']"
5862,chumngechi,['chumngechi']
5863,tañi,"['ta','-ñi']"
5864,rupan,"['rupa','-n']"
5865,engün,['engün']
5866,müna,['müna']
5867,amatukefuin,"['amatu','-ke','-fu','-(f)i','-n']"
5868,iñche,['iñche']
5869,mülelu,"['müle','-lu']"
5870,lelfün,['lelfün']
5871,mew,['mew']
5872,Welu,['welu']
5873,pekefun,"['pe','-ke','-fu','-n']"
5874,rupan,"['rupa','-n']"
5875,müten,['müten']
5876,fütra,['fütra']
5877,kamapu,['kamapu']
5878,ñi,['ñi']
5879,chumngen,"['chum','-nge','-n']"
5880,chumngen,"['chum','-nge','-n']"
5881,inaful,['inaful']
5882,pekelafuin,"['pe','-ke','-la','-fu','-(f)i','-n']"
5883,pekelafufin,"['pe','-ke','-la','-fu','-(f)i','-n']"
5884,feymew,['feymew']
5885,feymew,['feymew']
5886,iñche,['iñche']
5887,ka,['ka']
5888,ellapichiwentrungelu,"['ella','-pichi','-wentru','-nge','-lu']"
5889,iñche,['iñche']
5890,feychi,"['fey','-chi']"
5891,,['73']
5892,mew,['mew']
5893,ruparumey,"['rupa','-rume','-y']"
5894,kuntawküley,"['kuntaw','-küle','-y']"
5895,chi,['chi']
5896,pu,['pu']
5897,avion,['avion']
5898,pütrün,['pütrün']
5899,üñüm,['üñüm']
5900,pañilwe,['pañilwe']
5901,üñüm,['üñüm']
5902,rupay,"['rupa','-y']"
5903,wenu,['wenu']
5904,feymew,['feymew']
5905,llikan,"['llika','-n']"
5906,iñche,['iñche']
5907,lefkülen,"['lef','-küle','-n']"
5908,konün,"['kon','-ün']"
5909,mawida,['mawida']
5910,mew,['mew']
5911,chumkanorume,['chumkanorume']
5912,pekelafun,"['pe','-ke','-la','-fu','-n']"
5913,feychi,"['fey','-chi']"
5914,dungu,['dungu']
5915,feychi,"['fey','-chi']"
5916,femngechi,['femngechi']
5917,yawael,"['yaw','-a','-el']"
5918,chi,['chi']
5919,pu,['pu']
5920,pañilwe,['pañilwe']
5921,üñüm,['üñüm']
5922,fey,['fey']
5923,ella,['ella']
5924,pichi,['pichi']
5925,wenu,['wenu']
5926,müten,['müten']
5927,rupay,"['rupa','-y']"
5928,feychi,"['fey','-chi']"
5929,tañi,"['ta','-ñi']"
5930,ufisa,['ufisa']
5931,tañi,"['ta','-ñi']"
5932,sanchu,['sanchu']
5933,tañi,"['ta','-ñi']"
5934,kulliñ,['kulliñ']
5935,ka,['ka']
5936,lefkülen,"['lef','-küle','-n']"
5937,koni,"['kon','-i']"
5938,mawida,['mawida']
5939,mew,['mew']
5940,pefilu,"['pe','-fi','-lu']"
5941,iñche,['iñche']
5942,ñi,['ñi']
5943,lefkülen,"['lef','-küle','-n']"
5944,konün,"['kon','-ün']"
5945,mawida,['mawida']
5946,mew,['mew']
5947,tañi,"['ta','-ñi']"
5948,pu,['pu']
5949,kulliñ,['kulliñ']
5950,iñche,['iñche']
5951,ta,['ta']
5952,ka,['ka']
5953,lefkülen,"['lef','-küle','-n']"
5954,konün,"['kon','-ün']"
5955,kisuletulan,"['kisu','-le','-tu','-la','-n']"
5956,iñche,['iñche']
5957,feychi,"['fey','-chi']"
5958,mülerkey,"['müle','-rke','-y']"
5959,kimlan,"['kim','-la','-n']"
5960,kimlaiñ,"['kim','-la','-iñ']"
5961,iñchiñ,['iñchiñ']
5962,chumngelu,['chumngelu']
5963,ñi,['ñi']
5964,femün,"['fem','-ün']"
5965,chumngelu,['chumngelu']
5966,tañi,"['ta','-ñi']"
5967,rupan,"['rupa','-n']"
5968,fentren,['fentren']
5969,avion,['avion']
5970,mülerkey,"['müle','-rke','-y']"
5971,awkan,"['awka','-n']"
5972,pu,['pu']
5973,wingka,['wingka']
5974,ütrüwrkeyngün,"['ütrü','-w','-ürke','-y','-ngün']"
5975,kewawingün,"['kewa','-w','-i','-ngün']"
5976,tüfamew,"['tüfa','-mew']"
5977,muntuñmawi,"['muntu','-ñma','-w','-i']"
5978,tañi,"['ta','-ñi']"
5979,ülmenwen,"['ülmen','-wen']"
5980,engün,['engün']
5981,pingey,"['pi','-nge','-y']"
5982,despues,['despues']
5983,wula,['wula']
5984,kimün,"['kim','-ün']"
5985,iñche,['iñche']
5986,ka,['ka']
5987,rupalu,"['rupa','-lu']"
5988,ka,['ka']
5989,rupalu,"['rupa','-lu']"
5990,alün,['alün']
5991,antü,['antü']
5992,wula,['wula']
5993,nentungey,"['nentu','-nge','-y']"
5994,ta,['ta']
5995,muntuñmangey,"['muntu','-ñma','-nge','-y']"
5996,tañi,"['ta','-ñi']"
5997,ülmenwün,"['ülmen','-w','-ün']"
5998,ta,['ta']
5999,chi,['chi']
6000,kiñe,['kiñe']
6001,kiñe,['kiñe']
6002,longkolelu,"['longko','-le','-lu']"
6003,kiñe,['kiñe']
6004,presidente,['presidente']
6005,Allende,['Allende']
6006,pingelu,"['pi','-nge','-lu']"
6007,feymew,['feymew']
6008,Pinochet,['Pinochet']
6009,pingerkey,"['pi','-nge','-rke','-y']"
6010,chi,['chi']
6011,kangelu,"['ka','-nge','-lu']"
6012,ta,['ta']
6013,muntuñmarkefiy,"['muntu','-ñma','-rke','-fi','-y']"
6014,tañi,"['ta','-ñi']"
6015,ülmenwün,"['ülmen','-w','-ün']"
6016,tañi,"['ta','-ñi']"
6017,longkoleael,"['longko','-le','-a','-el']"
6018,tüfachi,"['tüfa','-chi']"
6019,pais,['pais']
6020,mew,['mew']
6021,feymew,['feymew']
6022,ruparkey,"['rupa','-rke','-y']"
6023,ta,['ta']
6024,ti,['ti']
6025,fentren,['fentren']
6026,pañilwe,['pañilwe']
6027,üñüm,['üñüm']
6028,fillke,"['fill','-ke']"
6029,püle,['püle']
6030,pütrün,['pütrün']
6031,langümwün,"['langüm','-w','-ün']"
6032,mülerkey,"['müle','-rke','-y']"
6033,üñüm,['üñüm']
6034,reke,['reke']
6035,langümngerkey,"['langüm','-nge','-rke','-y']"
6036,ta,['ta']
6037,che,['che']
6038,müna,['müna']
6039,llikay,"['llika','-y']"
6040,tañi,"['ta','-ñi']"
6041,pu,['pu']
6042,che,['che']
6043,feymew,['feymew']
6044,iñchiñ,['iñchiñ']
6045,ta,['ta']
6046,kiñe,['kiñe']
6047,che,['che']
6048,feypipay,"['fey','-pi','-pa','-y']"
6049,elkawkülemün,"['elkaw','-küle','-mün']"
6050,tripakülmün,"['tripa','-kül','-mün']"
6051,müte,['müte']
6052,wekun,['wekun']
6053,tralkatungefun,"['tralkatu','-nge','-fu','-n']"
6054,wenu,['wenu']
6055,miyawi,"['miyaw','-i']"
6056,engün,['engün']
6057,ta,['ta']
6058,ti,['ti']
6059,chem,['chem']
6060,lokoleyngün,"['loko','-le','-y','-ngün']"
6061,ta,['ta']
6062,ti,['ti']
6063,pu,['pu']
6064,wingka,['wingka']
6065,piy,"['pi','-y']"
6066,feymew,['feymew']
6067,neyfükünumekey,"['neyfü','-künu','-meke','-y']"
6068,kulliñ,['kulliñ']
6069,müten,['müten']
6070,iñchiñ,['iñchiñ']
6071,tripalaiñ,"['tripa','-la','-iñ']"
6072,lelfün,['lelfün']
6073,mew,['mew']
6074,tañi,"['ta','-ñi']"
6075,wakakamañael,"['waka','-kamañ','-a','-el']"
6076,ufisakamañael,"['ufisa','-kamañ','-a','-el']"
6077,feychi,"['fey','-chi']"
6078,akulu,"['aku','-lu']"
6079,tüfachi,"['tüfa','-chi']"
6080,waria,['waria']
6081,mew,['mew']
6082,iñche,['iñche']
6083,kimelpalu,"['kimel','-pa','-lu']"
6084,tüfa,['tüfa']
6085,mapudungun,['mapudungun']
6086,tañi,"['ta','-ñi']"
6087,pu,['pu']
6088,wenüy,['wenüy']
6089,tañi,"['ta','-ñi']"
6090,kellunietew,"['kellu','-nie','-t','-ew']"
6091,fey,['fey']
6092,ta,['ta']
6093,kelluenew,"['kellu','-e','-n','-ew']"
6094,engün,['engün']
6095,tañi,"['ta','-ñi']"
6096,chillkatumeael,"['chillkatu','-me','-a','-el']"
6097,ka,['ka']
6098,pais,['pais']
6099,feymew,['feymew']
6100,rakiduamün,"['rakiduam','-ün']"
6101,chem,['chem']
6102,mew,['mew']
6103,chi,['chi']
6104,amuan,"['amu','-a','-n']"
6105,pichi,['pichi']
6106,yeweniefin,"['ye','-we','-nie','-fi','-n']"
6107,tañi,"['ta','-ñi']"
6108,feypiafuel,"['fey','-pi','-a','-fu','-el']"
6109,engün,['engün']
6110,ka,['ka']
6111,ramtukayafuel,"['ramtu','-ka','-ya','-fu','-el']"
6112,feymew,['feymew']
6113,amupelayan,"['amu','-pe','-la','-ya','-n']"
6114,mikro,['mikro']
6115,mew,['mew']
6116,bus,['bus']
6117,mew,['mew']
6118,may,['may']
6119,amuan,"['amu','-a','-n']"
6120,tunten,['tunten']
6121,antü,['antü']
6122,chi,['chi']
6123,lafken,['lafken']
6124,mew,['mew']
6125,chi,['chi']
6126,amuan,"['amu','-a','-n']"
6127,chumngechi,['chumngechi']
6128,chi,['chi']
6129,amuan,"['amu','-a','-n']"
6130,pin,"['pi','-n']"
6131,tañi,"['ta','-ñi']"
6132,rakiduam,['rakiduam']
6133,feymew,['feymew']
6134,tañi,"['ta','-ñi']"
6135,wenüy,['wenüy']
6136,Felipe,['Felipe']
6137,Andrea,['Andrea']
6138,rume,['rume']
6139,kelluenew,"['kellu','-e','-n','-ew']"
6140,tüfachi,"['tüfa','-chi']"
6141,dungu,['dungu']
6142,mew,['mew']
6143,fey,['fey']
6144,ta,['ta']
6145,feypirumeenew,"['fey','-pi','-rume','-e','-n','-ew']"
6146,amuaymi,"['amu','-a','-ymi']"
6147,ta,['ta']
6148,avion,['avion']
6149,peñi,['peñi']
6150,feychi,"['fey','-chi']"
6151,pañilwe,['pañilwe']
6152,üñüm,['üñüm']
6153,ta,['ta']
6154,yeaeymew,"['ye','-a','-e','-ym','-ew']"
6155,llikakülnge,"['llika','-kül','-nge']"
6156,chumkelay,"['chum','-ke','-la','-y']"
6157,ta,['ta']
6158,che,['che']
6159,pienew,"['pi','-e','-n','-ew']"
6160,feymew,['feymew']
6161,welu,['welu']
6162,piwke,['piwke']
6163,mew,['mew']
6164,pichi,['pichi']
6165,llikalen,"['llika','-le','-n']"
6166,fey,['fey']
6167,puwün,"['puw','-ün']"
6168,elmeenew,"['el','-me','-e','-n','-ew']"
6169,Andrea,['Andrea']
6170,elmeenew,"['el','-me','-e','-n','-ew']"
6171,ta,['ta']
6172,feychi,"['fey','-chi']"
6173,estacion,['estacion']
6174,mew,['mew']
6175,aeropuerto,['aeropuerto']
6176,pingey,"['pi','-nge','-y']"
6177,ta,['ta']
6178,wingkadungun,"['wingkadungu','-n']"
6179,mew,['mew']
6180,chew,['chew']
6181,ñi,['ñi']
6182,akuken,"['aku','-ke','-n']"
6183,ta,['ta']
6184,pu,['pu']
6185,avion,['avion']
6186,chew,['chew']
6187,ta,['ta']
6188,tripaken,"['tripa','-ke','-n']"
6189,ta,['ta']
6190,pu,['pu']
6191,üñüm,['üñüm']
6192,pañilwe,['pañilwe']
6193,küla,['küla']
6194,hora,"['hor','-a']"
6195,petu,['petu']
6196,ñi,['ñi']
6197,tripanon,"['tripa','-no','-n']"
6198,mülepuaymi,"['müle','-pu','-a','-ymi']"
6199,pingen,"['pi','-nge','-n']"
6200,Fotr,['Fotr']
6201,chumngelu,['chumngelu']
6202,am,['am']
6203,pin,"['pi','-n']"
6204,feymew,['feymew']
6205,wulpun,"['wul','-pu','-n']"
6206,tañi,"['ta','-ñi']"
6207,üy,['üy']
6208,kelluenew,"['kellu','-e','-n','-ew']"
6209,tañi,"['ta','-ñi']"
6210,lamngen,['lamngen']
6211,malukangen,"['malu','-ka','-nge','-n']"
6212,ka,['ka']
6213,kiñe,['kiñe']
6214,wingka,['wingka']
6215,petu,['petu']
6216,tami,"['ta','-mi']"
6217,rupanon,"['rupa','-no','-n']"
6218,fey,['fey']
6219,ta,['ta']
6220,püle,['püle']
6221,küpange,"['küpa','-nge']"
6222,pienew,"['pi','-e','-n','-ew']"
6223,miñche,['miñche']
6224,chang,['chang']
6225,tukurpaenew,"['tuku','-rpa','-e','-n','-ew']"
6226,kiñe,['kiñe']
6227,pañilwe,['pañilwe']
6228,che,['che']
6229,chumngelu,['chumngelu']
