GLOTTOCODE;Name;ISOCODE
sout1555;Southern Guiyang Hmong;hmy
sout1556;Southern Mashan Hmong;hma
sout1559;Southern Interior Salish;
sout1722;Southwest Bohemian;
sout1743;Southeastern Finnish;
sout2436;Southwestern Pashto;
sout2463;South Permyak;
sout2466;South-Arabian-Unknown-k;
sout2601;Eastern and Southern Macedonian;
sout2602;South Russian;
sout2603;Southwest Belarusan;
sout2604;Southwest Ukrainian;
sout2605;Southern Greek;
sout2607;Southern Tsakonian;
sout2608;South Central Arvanitika;
sout2609;Southern Aragonese;
sout2610;Southern Extremaduran;
sout2611;Southern Romagnolo;
sout2612;Southern Occitan;
sout2613;Southern Walloon;
sout2614;Southwestern Logudorese;
sout2616;Southern Calabro;
sout2617;Southeast Metafonetica;
sout2618;South Picene;spx
sout2619;South Samogitian;
sout2620;Southern Scots;
sout2628;South Drente;
sout2629;Southwestern Yiddish;
sout2630;Southeastern Yiddish;
sout2632;South Bavarian;
sout2637;South Guelderish;
sout2638;Southwest Finland Swedish;
sout2639;Southern Talyshi;
sout2640;Southern Kurdish;sdh
sout2641;Southern Jafi;
sout2642;Southern Balochi;bcc
sout2644;Southern Bashaka;
sout2645;Fars Dialects;fay
sout2647;Southern Luri;luz
sout2649;Southern Pashto;pbt
sout2650;Southeastern Pashto;
sout2651;Southern Munji;
sout2652;Southeastern Kumauni;
sout2653;Southern Saurashtra;
sout2654;Southern Dhatki;
sout2655;Southern Marwari;
sout2656;South Albanian Vlax;
sout2658;Southern Vlax;
sout2659;Southern Morena;
sout2660;Southern Bharatpur;
sout2661;Southern Standard Bhojpuri;
sout2662;Southern Magahi;
sout2663;Southern Standard Maithili;
sout2666;Southern Oriya;
sout2667;Southern Katkari;
sout2668;Southern Hindko;hnd
sout2669;Southern Chitral Kalasha;
sout2670;South Khowar;
sout2671;Southwest Pashayi;psh
sout2672;Southeast Pashayi;psi
sout2673;Southern Welsh;
sout2674;South Saami;sma
sout2675;Irtysh Khanty;
sout2676;Southern Karelian;
sout2677;Southwestern Finnish;
sout2678;South Pohjanmaa;
sout2679;South Estonian;vro
sout2680;Southern Veps;
sout2681;South Udmurt;
sout2683;South Great Andamanese;
sout2684;Southern Chong;
sout2686;South Aslian;
sout2687;Southern Vietnamese;
sout2688;Southern Khmer;
sout2689;Southern Nicobarese;nik
sout2690;South Bahnaric;
sout2691;Southern-Central Mnong;
sout2692;Southern Mnong;mnn
sout2693;South Siberian Turkic;
sout2694;Southern Altai;alt
sout2695;Southern Tuvin;
sout2697;South Azerbaijani;azb
sout2698;South Khorasan Turkic;
sout2699;Southern Uzbek;uzs
sout2700;Southern Crimean;
sout2701;South Kipchak;
sout2702;Southern Kirghiz;
sout2703;Southeastern Karakalpak;
sout2704;Southern Kazakh;
sout2705;Southern Periphery Mongolic;
sout2708;South Kerala;
sout2709;South Africa Tamil;
sout2711;Southern Gondi;
sout2712;Southern Pa'o;
sout2713;Southern Baima;
sout2714;Southern Khams;
sout2715;Southern Ghale;ghe
sout2716;Southern Gurung;
sout2717;Southwestern;
sout2718;Southwestern Tamang;tsf
sout2719;Awu;
sout2721;Southern Sani;
sout2722;Southern Muji;ymc
sout2723;Southern Nisu;nsd
sout2724;Southern Nusu;
sout2727;South Hpon;
sout2728;Southern Qiang;qxs
sout2729;Southern Pumi;pmj
sout2730;Southern Bai;bfs
sout2731;Southern;
sout2732;Southern Rengma Naga;nre
sout2734;Southern Yamphu;lrr
sout2735;Southern Yakha;
sout2736;Southern Central Kiranti;
sout2737;Southern Bantawa;
sout2738;Southern Thulung;
sout2739;Southern Tujia;tjs
sout2741;Southern Dong;kmc
sout2743;Southwestern Tai P;
sout2744;Southern Shan;
sout2745;Southern Isan;
sout2746;Southern Thai;sou
sout2747;Southern Tày;
sout2749;Southwestern Gelao;
sout2750;Southern Yukaghir;yux
sout2751;Southern Yeniseian;
sout2752;South Tabasaran;
sout2753;Southern Samur;
sout2754;Southern Qiandong Miao;hms
sout2755;Southwestern Huishui Hmong;hmh
sout2756;Southwestern Guiyang Hmong;hmg
sout2758;Southern Tangkic;
sout2760;Southern Thura-Yura;
sout2761;South-western Warlpiri;
sout2762;Southern Warlpiri;
sout2763;Southern inland Nyangumarta;
sout2764;Southern Inggarda;
sout2765;Southern Maric;
sout2766;Southern Ngarna;
sout2770;Southern Inland Yuin;
sout2771;Southern Coastal Yuin;xtv
sout2772;Southern Daly;
sout2773;Southern Coastal Yawuru;
sout2774;Southeast Ijo;ijs
sout2776;Southern Limba;
sout2778;Southern Kisi;kss
sout2779;Southern Bia;
sout2780;Southern Chumburung;
sout2781;South Guang;
sout2782;South Fali;fal
sout2783;Southern Fania;
sout2784;Southern Ngbandi;nbw
sout2785;Southwest Gbaya;gso
sout2786;Ngbugu-Langbasi;
sout2787;South Central Banda;lnl
sout2788;Southern Gourmanchema;
sout2789;Central Dagaare;dga
sout2790;Southern Birifor;biv
sout2792;Southern Hanga;
sout2794;Southern Lyélé;
sout2795;Southern Nuni;nnw
sout2796;Nowulo;
sout2797;Southern Toussian;wib
sout2800;Southeastern Benue-Congo Plateau;
sout2804;South Ibie;
sout2805;Southwestern Edoid;
sout2807;Southern Sotho;sot
sout2808;Sumayela Ndebele;
sout2809;Southern Koongo;
sout2810;Kimbeko;
sout2811;South Binja;
sout2813;Southern Gikuyu;
sout2814;South Kitui;
sout2815;South Kwandu;
sout2816;Southern Dibole;
sout2817;South Lobala;
sout2818;Southern Bakossi;
sout2819;Southwest Bobe;
sout2820;Southeast Bobe;
sout2821;Southwest Duguri;
sout2822;South Ring;
sout2823;Southern Ejagham;
sout2824;Southern Etung;
sout2825;Southern Gunu;
sout2826;Southern Grebo;grj
sout2827;Southern Moru-Madi;
sout2828;Southern Ma'di;snm
sout2829;Southern Turkana;
sout2830;Southern Nilotic;
sout2831;Southern Lwoo;
sout2832;Southwestern Dinka;dik
sout2833;South Central Dinka;dib
sout2834;Southeastern Dinka;dks
sout2835;South Gonga;
sout2836;South Surmic;
sout2837;Southeast Surmic;
sout2838;Southwest Surmic;
sout2839;Southern Masalit;
sout2840;Southern Bobo Madaré;bwq
sout2841;Southern Seeku;
sout2842;Southwest Mande;
sout2844;Southern Samo;sbd
sout2845;South Omotic;
sout2846;South Yawa;
sout2848;South Siberut;
sout2849;Tobaic;
sout2850;Greater SHWNG;
sout2853;Southeast Solomonic;
sout2854;Southeast Guadalcanal;
sout2856;South Efate;erk
sout2857;Nahavaq;sns
sout2858;South Paama;
sout2859;Southeast Ambrym;tvk
sout2863;Southeast Vanua Levu;
sout2864;Southeast Viti Levu;
sout2865;South Tuvaluan;
sout2866;South Marquesan;mqm
sout2867;Kai-Tahu South Island;
sout2868;Southern Vanuatu;
sout2869;Southwest Tanna;nwi
sout2871;South Tigak;
sout2872;South Kakabai;
sout2873;Southern Yamalele;
sout2874;Southwest New Britain linkage;
sout2875;Southern Marik;
sout2876;South Coast Mengen;
sout2877;South Watut;mcy
sout2878;South Huon Gulf linkage;
sout2879;South-East Admiralty;
sout2880;Southern Mussau;
sout2881;South Babar;
sout2882;Southwest Babar;
sout2883;Southeast Babar;vbb
sout2884;South Ngada;
sout2885;Southern Sumba;
sout2886;Southwestern Tarangan;
sout2887;Southeast Koba;
sout2888;Southeast Dobel;
sout2890;South Tanimbar;
sout2891;South Yamdena;
sout2892;South Wemale;tlw
sout2893;South Alune;
sout2894;South Manusela;
sout2895;South Nuaulu;nxl
sout2896;Eastern Atadei;lmf
sout2897;South Ile Ape;
sout2898;Southern Tetun;
sout2899;South Lole;
sout2900;South Tabukang;
sout2902;South Karakelong;
sout2903;Southern Ivatan;
sout2904;Southern Tboli;
sout2905;Southern Alta;agy
sout2907;Southern Cordilleran;
sout2908;Bangad;ksc
sout2909;South Ibanag;
sout2910;South Kamayo;
sout2912;Coastal-Virac Bikol;bln
sout2913;South Manobo;
sout2915;South Mangyan;
sout2916;Southwest Palawano;plv
sout2917;South Palawano;
sout2918;Southern Sama;ssb
sout2919;Southeast Barito;
sout2920;Southern Betsimisaraka Malagasy;bzc
sout2921;South West Greater Barito;
sout2922;Southern Land Dayak;
sout2923;South Sulawesi;
sout2924;South Luwu;
sout2925;Southern Tomini;
sout2927;Southern Uma;
sout2928;Southeastern Celebic;
sout2929;Southern Amis;
sout2930;South Bunun;
sout2931;Yanimoi;
sout2932;Southern One;osu
sout2933;South Aunalei;
sout2934;South Binanderean;
sout2935;South Nuk;
sout2936;South Nakama;
sout2937;South Selepet;
sout2938;South Timbe;
sout2939;South Migabac;
sout2940;South Muyu;kts
sout2941;South Awyu;aws
sout2942;South Awa;
sout2943;South Tairora;omw
sout2944;Southeast Marind;
sout2945;South Modole;
sout2946;South Waibuk;
sout2947;South Kamberataro;
sout2948;South Bougainville;
sout2949;Southern Kiwai;kjd
sout2950;Southern Coast Kiwai;
sout2951;Southern Ambakich;
sout2952;South Awin;
sout2953;Southern Tōhoku;
sout2954;Southern Amami-Oshima;ams
sout2955;Southern Valley Yokuts;
sout2956;Southern Haida;hax
sout2957;Southern Tutchone;tce
sout2958;Southern Carrier;caf
sout2959;South Slavey;xsl
sout2961;Southern Tiwa;tix
sout2962;Southern Tsimshian;
sout2963;Southern Okanogan;
sout2965;Southern Puget Sound Salish;slh
sout2966;South Band;
sout2967;South Northern Paiute;
sout2968;Southern Numic;
sout2969;Southern Paiute;
sout2971;Southwestern Tarahumara;twr
sout2972;Southeastern Tarahumara;tcu
sout2973;Nahuatl, Southeastern Puebla;npl
sout2974;Southeastern Huasteca Nahuatl;
sout2975;Southern Tepehuan;
sout2976;Southeastern Tepehuan;stp
sout2977;Southwestern Tepehuan;tla
sout2978;Southern East Cree;crj
sout2979;Southern Micmac;
sout2980;Southern Yana;
sout2981;Southern Wakashan;
sout2982;Southeastern Pomo;pom
sout2983;Southern Pomoan-Kashaya;
sout2984;Southern Pomo;peq
sout2985;Southern Sierra Miwok;skd
sout2986;Southern Costanoan;
sout2987;Morley Stoney;
sout2988;Southeastern Siouan;
sout2989;Enxet Sur;enx
sout2990;Southern Pastaza Quechua;qup
sout2991;South Bolivian Quechua;quh
sout2992;Southern Conchucos Ancash Quechua;qxo
sout2993;Southern Ninam;
sout2994;Southern Nambikuára;nab
sout2995;Southeast Toba;
sout2996;Southern Aymara;ayc
sout2997;Southeast Kaingang;
sout2998;Southwest Kaingang;
sout2999;Southern Pame;pmz
sout3000;Southwestern Tlaxiaco Mixtec;meh
sout3001;Southern Puebla Mixtec;mit
sout3002;Southeastern Nochixtlán Mixtec;mxy
sout3003;Cisyautepequeño;
sout3004;Southern Rincon Zapotec;zsr
sout3005;Southeastern Ixtlán Zapotec;zpd
sout3006;Barasano-Eduria-Macuna;
sout3010;Southern Roglai;rgs
sout3015;Southern Magdalenic;
sout3051;South Giziga;giz
sout3052;Southern Buduma;
sout3053;Southern Bade;
sout3054;South Cushitic;
sout3055;Southern Lowland East Cushitic;
sout3056;South Oran;
sout3075;Southern Soqotri;
sout3076;Southeastern Lishanid Noshan;
sout3077;Southern Cluster Lishán Didán;
sout3078;South Ethiopic;
sout3112;South Levantine Bedawi Arabic;
sout3113;Central Delta Nile Arabic;
sout3114;South-Western Tunisian;
sout3115;South-Eastern Tunisian;
sout3116;Southern Libyan Arabic;
sout3117;Southern Morocco Arabic;
sout3118;South Hijazi;
sout3119;South Najdi;
sout3120;South Qatari Arabic;
sout3121;South-Central Lebanese Arabic;
sout3122;South Lebanese Arabic;
sout3123;South Levantine Arabic;ajp
sout3125;Southern Betsimisaraka Malagasy (Retired);bjq
sout3126;South Lucanian;
sout3127;South Ucayali Ashéninka;cpy
sout3128;Southwestern Nisu;nsv
sout3129;Southern Lolopo;ysp
sout3130;Ankave-Tainae-Akoye;
sout3131;Southern Maipuran;
sout3132;Southern Chumashan;
sout3133;South Dravidian;
sout3134;South-West Pama-Nyungan;
sout3135;Southeastern Pama-Nyungan;
sout3136;Southern Uto-Aztecan;
sout3138;South Dravidian I;
sout3139;South Dravidian II;
sout3140;Southeastern Mande;
sout3141;Southwest Pama;
sout3142;Southern Yolngu;
sout3143;Southwestern Kra;
sout3144;South Eastern Tucanoan;
sout3145;South Biu-Mandara;
sout3146;South Masa;
sout3147;South Slavic;
sout3148;South Adelbert;
sout3149;Southern-Eastern Yolngu;
sout3150;Southwestern Saami;
sout3151;Southwestern Apachean;
sout3152;Southern Bantoid;
sout3153;South Senufo;
sout3154;Southwest Sabahan;
sout3155;Southern Sangiric;
sout3157;Southwestern Iranian;
sout3158;Southern Romance;
sout3159;Southern Burmish;
sout3160;South Peripheral Kuki-Chin;
sout3161;South Bauchi East;
sout3162;South Bauchi West;
sout3163;South-Central Benue-Congo Plateau;
sout3164;Southern Central Gur;
sout3165;Southern Palawanic;
sout3166;Southern Batak;
sout3168;Southwestern Otomi;
sout3170;Southwest South Bauchi;
sout3171;Southern Northwestern Edoid;
sout3173;Southern Melanesian;
sout3174;Southwestern Malagasic;
sout3175;South Bisayan;
sout3176;Southwestern Brythonic;
sout3177;Southern Tatic;
sout3179;Southern Baja Mixtec;
sout3180;Southern Bantu-Makua;
sout3181;Southwest Grassfields;
sout3182;Southeastern Bengali;
sout3183;Southwestern Shifted Romance;
sout3184;Southwestern Tai;
sout3185;Southern Tanzania Highlands Bantu;
sout3186;Southeastern Ede;
sout3187;Southwestern Ede;
sout3188;South Pentecost;
sout3191;Southern Okani;
sout3194;South-Central Santo;
sout3195;Southern Tanna;
sout3196;South Efatic;
sout3197;Southwest Coastal Malekula;
sout3198;Southern Malaita;
sout3200;South Castilic;
sout3201;South Mara;
sout3202;South Rutara;
sout3203;South Kalinga;
sout3204;Southern Mijikenda;
sout3205;Southeast Western Oti-Volta;
sout3207;Southeastern Kalinga;
sout3208;Southeast Choiseul;
sout3209;South Dagaric;
sout3210;Southern Lalo;
sout3211;South-Central Cordilleran;
sout3212;Southeastern Ngwi;
sout3213;Western Trans-Zab;
sout3214;South Khoekhoe;
sout3216;South-Western Tibetic;
sout3217;Southern Tibetic;
sout3218;South-East-North Oromo;
sout3220;Southeast Santo;
sout3221;Southern Zhuang;ccy
sout3222;Southwest Gbaya (Retired);mdo
sout3223;Southeastern Puebla Nahuatl;nhs
sout3224;Southern Pesisir;pec
sout3225;Southern Marakwet;tle
sout3226;Southern Khanty;
sout3227;South Australian Pidgin English;
sout3228;South African Sign;
sout3229;South Halmahera-West New Guinea;
sout3230;Southwest Cenderawasih Bay;
sout3231;South Halmahera;
sout3232;Southern Angkuic;
sout3233;Southern Njila;
sout3234;Southeast Gondi;
sout3236;Southern Gumuz;
sout3237;Southern New England Algonquian;
sout3238;Southern Samba Duru;
sout3239;Southeastern Malakula linkage;
sout3240;Southwestern Malakula;
sout3241;Southern Tidung;itd
sout3242;Southern-Western Balochi;
sout3244;Southeastern Timbira;
sout3245;Southern Otomi;
sout3248;South Scandinavian;
sout3249;Central-Southern Kikongo;
sout3250;Southern Pinghua;csp
sout3251;Southern Katang;sct
sout3252;Southeast Kewa;
sout3253;Southern Mansi;
sout3254;South-Central Bai;
sout3255;Southeastern Qimen;
sout3256;Southeast Guangde;
sout3257;Southeast Maoxian Qiang;
sout3258;South Songpan;
sout3259;South Irula;
sout3260;South Dargwa;
sout3261;Southwestern Dargwa;
sout3262;Southern Selkup;
sout3263;Southern Tuareg;
sout3264;Southern Rif;
sout3265;South Aweer;
sout3266;Southwestern Karaim;
sout3267;South Coast Lembata;
sout3268;Southern Seto;
sout3269;South Baffin Inuktitut;
sout3270;South Transvaal Ndebele;nbl
sout3271;Southern Tupi-Guarani;
sout3272;Southeastern Olekha;
sout3273;South-Eastern Tigre;
sout3274;South Itelmen;
sout3276;Southwestern Bulgarian;
sout3277;Southwestern Macedonian;
sout3278;Southeastern Macedonian;
sout3279;Southern Euboea;
sout3280;Southern Gheg;
sout3281;South-Central English;
sout3282;Southern English;
sout3283;South Yorkshire English;
sout3284;Southwestern English;
sout3285;Southeastern English;
sout3286;Southeastern Southwestern English;
sout3287;Southern Bear Huron;
sout3288;Southern Ngiti;
sout3289;Southern Lendu;
sout3292;Southwestern Dutch;
sout3293;South Hollandish;
sout3294;South Alemannic;
sout3295;Southeast Thuringian;
sout3296;South Upper Saxon;
sout3297;Southwest Lower East Franconian;
sout3298;Southern Irish English;
sout3299;South-West Irish English;
sout3300;Southeast American English;
sout3301;Southern Canadian English;
sout3302;Southern American English;
sout3303;Southern Mid Scots;
sout3304;South Northern Scots;
sout3305;South Rupununi Sign;
sout3306;Southern Azerbaijani;
sout3307;Southern Ket;
sout3308;South Central Romani;
sout3309;Southern Sinti;
sout3310;Southern Zealand;
sout3311;Southern Islands Danish;
sout3312;Southern Funen Islands;
sout3313;Southern New Caledonian;
sout3314;Southern Saho;
sout3315;Southern Patwin;
sout3316;Southern Kurmanji;
sout3317;Southeastern Kurmanji;
sout3318;Southwest Kurmanji;
sout3319;Southern Akhvakh;
sout3320;Southern Rangpang;
sout3321;Southern Evenki;
sout3322;Southwestern frontier ilŠarqiyya-Southern parts of idDaqahliyya-Southeastern parts of the centre of the Delta;
sout3323;Southern Minya;
sout3324;South Gize-North Bani Swēf-ilFayyūm;
sout3325;South Bani Swēf–ilMinya;
sout3326;Southern Tigrinya;
sout3327;South Sakhalin Nivkh;
sout3329;Southern Brao;
sout3330;South Yámana;
sout3331;Southern African English;
sout3332;Southern Ludic;
sout3333;Southeastern Chinantec;
sout3334;South Chimborazo Highland Quichua;
sout3335;Southeast Khorasan Turkic;
sout3336;Southern Maihiki;
sout3337;Southern Alaskan Athabaskan;
sout3338;Southern Tlingit;
sout3339;South Santo;
sout3340;Southern Guinean Loma;
sout3341;Southwest Tulu;
sout3342;Southeast Tulu;
sout3343;South Central Tulu;
sout3344;Southern Domari;
sout3345;South Teere;
sout3346;South West-Central Malagasic;
sout3347;Southern Konkani;
sout3349;Southern Hinterland Blagar;
sout3350;Southern Mbam-Nkam;
sout3351;South Yemba;
sout3352;Southern Makaaic;
sout3353;Southeastern Kikongo;
sout3354;Southern Kikongo;
sout3355;Southern Bikwin-Jen;
sout3356;Southern Wonk;
sout3357;South Boma;
sout3358;Southwest Georgian;
sout3359;Southern Mexican Spanish;
sout3360;Southern Persian;
sout3361;Southwestern Minyag;
sout3362;Southern Kannada;
sout3363;South-Central Nasioi;
sout3364;South Nasioi;
sout3365;South Brabants;
sout3366;South Vagil;
sout3367;Southwest Gondi;
sout3368;Southern Bontok;obk
souu1238;Sou;sqq
sowa1243;Sowa Naga;
sowa1244;Sowa;sww
sowa1245;Sowanda;sow
soya1236;Soyaltepec Mixtec;vmq
soya1237;Soyaltepec Mazatec;vmp
soyk1238;Soikkola;
soyo1234;Soyot;
span1238;Spanish Caló;
span1263;Spanish Sign Language;ssp
span1267;Spanish-Quechua;
span1268;Spanish-based pidgin;
span1269;Spanish Sign;
span1270;Spanish of Equatorial Guinea;
spee1234;Speech Register;
spit1239;Spiti-Jad;
spit1240;Spiti Bhoti;spt
spok1245;Spokane;spo
sput1235;Southwestern Thai PH;
sqol1237;Sqoleq;
squa1248;Squamish;squ
sran1240;Sranan Tongo;srn
sran1241;Eastern Maroons;
sred1238;Srednyaya Ob-Ket;
sree1244;Sre;
srem1242;Srem;
srik1237;Srikakula;
sril1237;Sri Lankan Sign Language;sqs
sril1243;Sri Lankan English;
sril1244;Sri Lanka Tamil;
sril1245;Sri Lanka Malay;sci
srin1238;Srinagaria;
staf1234;Staffordshire English;
staj1239;Stajerski;
stal1238;Stal;
stan1279;Standard Swedish;
stan1288;Spanish;spa
stan1289;Catalan;cat
stan1290;French;fra
stan1293;English;eng
stan1295;German;deu
stan1296;Standard Gujarati;
stan1297;Standard Braj of Bulandshahr;
stan1298;Standard Braj of Mathura;
stan1299;Standard Bundeli;
stan1300;Standard Braj of Eastern Agra;
stan1301;Standard Maithili;
stan1302;Standard Assamese;
stan1303;Brahman Goa Hindu Konkani;
stan1304;Standard Kashmiri;
stan1305;Standard Bambara;
stan1306;Standard Malay;zsm
stan1307;Stang;
stan1308;Standard Muna;
stan1314;Standard Hebrew;
stan1318;Standard Arabic;arb
stan1322;Standard Maltese;
stan1323;Standard Lebanese Arabic;
stan1324;Standard Moroccan Tamazight;zgh
stan1325;Standard Latvian;lvs
stan1326;Stanoz;
stan1327;Standard Malay-Indonesian;
stan1328;Standard Literary Kannada;
stba1239;St. Barth Creole French;
stel1238;Stellingwerfs;stl
stel1239;Stellakoh;
sten1237;Stenggang Jagoi;
stga1238;St. Gallen;
stge1234;St George linkage;
sthe1236;St. Helena English;
stie1250;Stieng;
stin1234;Bahasa Indonesia;
stlo1234;St. Louis English;
stlo1235;St. Louis Corridor English;
stma1240;St. Matthias;
stno1234;Østnorsk;
stoc1240;Stockbridge;
stod1241;Stod Bhoti;sbu
stod1242;Stod;
ston1242;Stoney;sto
ston1243;Stoney Creek;
stra1243;Straits Dobel;
stra1244;Northern Straits Salish;str
stra1245;Straits West Alor;
stra1246;Straits Salish;
stra1247;Strandberg-Katkop;
stre1234;Strelitzsch;
stzu1234;Stz'uminus;
suaa1241;Sua;
suab1238;Suabo;szp
suaf1237;Suafa;
suan1234;Suansu;
suar1238;Asabano;seo
suau1242;Suau;swp
suau1243;Suauic;
suau1244;Suau chain;
suba1238;Suba;sxb
suba1252;Suba-Simbiti;ssc
suba1253;Subanen;
suba1254;Suba (Retired);suh
suba1255;Subansiri;
subb1238;Sub-Barbaricino;
subc1234;Subcontinental Central Indo-Aryan;
subg1264;Tupi-Guarani Subgroup V;
subi1246;Subiya;sbs
subi1247;Subi;xsj
subp1237;Subpan;
subt1249;Subtiaba-Tlapanec;
subt1250;Subtiaba;sut
sucr1238;Sucre;
suda1235;Sudanese-Chadian Arabic;
suda1236;Sudanese Arabic;apd
suda1237;South Sudanese Creole Arabic;pga
sude1239;Sudest;tgo
sudh1238;Súdhoeksk;
sudh1239;Südhessisch;
sudm1234;Südmärkisch;
sudm1235;Südmeissnisch;
sudn1234;Südniederfränkisch;
sudo1234;Südostschlesische;
sudo1235;Südost-Limburgisch;
sudr1234;Südreinfränkisch;
sudw1234;Südwestfalisch;
suen1241;Suena;sue
suga1248;Nizaa;sgi
suga1249;Suganga;sug
sugu1242;Sugurti;
sugu1243;Sugut Dusun;kzs
sugu1244;Sugut-Minokok Kadazan;
sugu1245;Suguti;
suha1237;Suhaid;
suhu1238;Su-Hu-Jia;
suie1241;Suiei (Okiek);
suie1242;Suiei;
suii1243;Sui;swi
suii1244;Sui (Papua New Guinea);
suit1237;Suit;
suka1243;Sukamara;
suka1244;Sukaraja;
suka1245;Sukang;
suki1244;Suki-Gogodala;
suki1245;Suki;sui
sukm1237;Sukma;
suku1258;Sukurase;
suku1259;Suku;sub
suku1261;Sukuma;suk
suku1262;Sukuuma;
suku1264;Sukurum;zsu
suku1272;Sukur;syk
suku1274;Sukuma-Nyamwezi (F.20);
sukw1242;Sukwa;
sula1245;Sanana;
sula1246;Sulamu;
sula1247;Sula-Buru;
sula1248;Sula;szn
sulc1238;Sulcitano;
sule1239;Suleimani;
sule1243;Suleimaniya Jewish Neo-Aramaic;
sule1246;Sulemaniyya-Sanandaj Christian Neo-Aramaic;
sule1247;Sulemaniyya Christian Neo-Aramaic;
suli1238;Sulima;
sulk1246;Sulka;sua
sulm1237;Sulmelang;
sulo1237;Sulod;srg
sulu1241;Eastern Puroik;suv
sulu1242;Sulu-Borneo;
suma1264;Suma;sqm
suma1265;Sumadel;
suma1266;Sumambu;
suma1267;Sumare-Rangas;
suma1268;Sumang;
suma1269;Sumariup;siv
suma1270;Sumau;six
suma1272;Sumalpan;
suma1273;Sumambu-Tagal;
suma1274;Sumararu;
suma1275;Šumadija-Vojvodina;
suma1276;Sumas;
sumb1240;Sumbwa;suw
sumb1241;Sumbawa;smw
sumb1242;Sumba-Hawu;
sumb1243;Sumba;
sume1240;Sumer;
sume1241;Sumerian;sux
sume1242;Sumenep;
sumi1235;Sumi Naga;nsm
summ1239;Sum;
sumo1242;Sumoun;
sumt1234;Sumtu Chin;csv
sumu1234;Sumuic;sum
suna1241;Sunam;ssk
sund1250;Sundi;
sund1251;Sundanese-Badui;
sund1252;Sundanese;sun
sund1253;Sundei;
sung1266;Sungai Piah;
sung1267;Sungkai;
sung1268;Sungdel;
sung1269;Sunggari;
sung1270;Sungor;
sung1271;Sungkai (Indonesia);suu
sung1272;Sungai Lui;
sung1273;Sungai Gahal;
sung1274;Sungai Semungkis;
sunn1238;Sunni Beiruti Arabic;
suns1241;Sunsari (Nepal);
suns1242;Sunsari;
sunu1238;Maberem;
sunw1242;Sunwar;suz
suob1234;Suobendi;
suon1238;Suonanba;
suoo1238;Suõõ;
suoy1242;Suoy;syo
supa1245;Supana;
supa1246;Supat;
supa1247;Supari;
suph1238;Suphanburi;
supi1236;Supide;
supy1237;Supyire Senoufo;spp
supy1238;Supyiric;
suqu1238;Suquh;
sura1244;Surakhani;
sura1245;Surabaya;
surb1238;Surbakhal;sbj
surc1239;Surchi;
sure1238;Surel;
surg1246;Surgujia;sgj
surg1247;Surguch;
surg1248;Surgut Khanty;
suri1265;Surin;
suri1266;Tirma-Chai-Mursi;
suri1267;Tirma-Chai;suq
suri1268;Suri (Kacipo-Balesi);
suri1270;Surigao Manobo;
suri1271;Suri (Papua New Guinea);
suri1272;Ndyuka;
suri1273;Surigaonon;sgd
suri1274;Surigao;sul
suri1275;Surinamese Creole English;
surj1235;Surjapuri;sjp
surk1238;Surkhet;
surm1243;Surmiran-Albula;
surm1244;Surmic;
surm1245;Sürmene;
surr1238;Sur;tdl
surs1244;Sursilvan;
surs1245;Sursilvan-Oberland;
surs1246;Sursurunga;sgz
suru1258;Vori;sde
suru1259;Suru Rabwanga-Mwerani;
suru1260;Suru Kavian;
suru1261;Suruí Do Pará;mdz
suru1262;Suruí;sru
suru1263;Suruahá;swx
surw1234;Surwa;
sury1234;Suryskarer Khanty;
susi1238;Susiua;
susq1241;Susquehannock;sqn
suss1239;Sussex;
susu1249;Susu-Yalunka;
susu1250;Susu;sus
susu1251;Susuami;ssu
suti1238;Suti;
sutn1238;Sutnga;
suts1235;Sutsilvan;
suun1239;Suundi;sdj
suva1238;Suvalkietiskai;
suwa1240;Suwa;
suwa1241;Suwawa;swu
suwa1242;Suwal;
suya1243;Suyá;suy
suzh1234;Suzhou;
svan1243;Svan;sva
svea1239;Sveamål;
swab1242;Swabian;swg
swab1243;Swabou;
swag1238;Swaga;
swah1253;Swahili;swh
swah1254;Swahili (G.40);
swah1255;Swahili-based pidgin;
swak1238;Swaka;
swam1239;Swampy Cree;csw
swat1242;Swat Khowar;
swat1243;Swati;ssw
swed1236;Swedish Sign Language;swl
swed1254;Swedish;swe
swed1256;Swedish-based pidgin;
swed1257;Swedish Sign;
swet1238;Sweta;
swis1235;Swiss-Italian Sign Language;slf
swis1240;Swiss-German Sign Language;sgg
swis1241;Swiss-French Sign Language;ssr
swis1247;Central Alemannic;gsw
syaa1239;Sya;
syab1238;Syabéré;
syan1241;Syang;
syan1242;Syan;
sydn1235;Sydney-Hawkesbury;
sydn1236;Sydney;xdk
syen1235;Syenara Senoufo;shz
syer1236;Syer;
sygv1234;Sygva Mansi;
sylh1242;Sylheti;syl
syol1234;Syolyoz;
syri1241;Kessab-Latakia-Jisr-al-Shughur;
syri1242;Syriem;
syri1244;Syrian Turkmen Turkish;
szeg1238;Szeged;
szek1241;Székely;
taaa1242;Taa;
taaa1243;Taa (Indonesia);
taab1238;Taabwa;tap
taai1237;Taai;
taam1237;Ta'am;
taan1239;Taan;
taba1259;Tabasaran;tab
taba1261;Big Tabar;
taba1262;Tabare;
taba1263;Tabaru;tby
taba1264;Tabasco Zoque;zoq
taba1265;Tabasco Nahuatl;nhc
taba1266;Tabasco Chontal;chf
taba1267;Tabajari;
