;Palabra;Glosa
808;dunguleiñ;dungu-le-iñ
809;putuy;putu-y
810;rakin;raki-n
811;kalül;kalül
812;mülekafuy;müle-ka-fu-y
813;kisuyawi;kisu-yaw-i
814;iyaelwe;iyael-we
815;niey;nie-y
816;üllcha;üllcha
817;afkülekey;af-küle-ke-y
818;vaso;vaso
819;tro;tro
820;ülkantulay;ülkantu-la-y
821;pipikeyngün;pi-pi-ke-y-ngün
822;rufngey;ruf-nge-y
823;kimpapeltulayngün;kim-papel-tu-la-y-ngün
824;bura;bura
825;ngulalayatun;ngula-la-ya-tu-n
826;dungukeyngün;dungu-ke-y-ngün
827;gobierno;gobierno
828;dewman;dewma-n
829;dewmakeiñ;dewma-ke-iñ
830;kullitu;kulli-tu
831;pepaymi;pe-pa-ymi
832;kutrankülewelayan;kutran-küle-we-la-ya-n
833;yeael;ye-a-el
834;ngülaleay;ngüla-le-a-y
835;nuaymün;nu-a-ymün
836;lan;la-n
837;pinien;pi-nie-n
838;madera;madera
839;allküken;allkü-ke-n
840;mekekefuy;meke-ke-fu-y
841;ngillatukefuy;ngillatu-ke-fu-y
842;chempelay;chem-pe-la-y
843;yengekefuy;ye-nge-ke-fu-y
844;fillke;fill-ke
845;kimelaiñ;kimel-a-iñ
846;aluñmayan;alu-ñma-ya-n
847;como;como
848;amuli;amu-l-i
849;miyawimi;miyaw-imi
850;tralkatungefun;tralkatu-nge-fu-n
851;mültrün;mültrün
852;amuaymün;amu-a-ymün
853;mülepayu;müle-pa-yu
854;kullilay;kulli-la-y
855;kimelfi;kimel-fi
856;trawüy;trawü-y
857;mülepukey;müle-pu-ke-y
858;elunieeyñmew;elu-nie-e-yñ-mew
859;chuchi;chuchi
860;arreglaforofe;arregla-foro-fe
861;pirona;pirona
862;mülefule;müle-fu-l-e
863;küna;küna
864;desahuciado;desahuciado
865;müday;müday
866;kutrankawlepay;kutrankaw-le-pa-y
867;küpalün;küpal-ün
868;yewi;yew-i
869;amuyu;amu-yu
870;dallukefueyñmew;dallu-ke-fu-e-yñ-mew
871;küdawküley;küdaw-küle-y
872;llikaleymi;llika-le-ymi
873;feyngerkey;fey-nge-rke-y
874;kulpakey;kulpa-ke-y
875;pilen;pi-le-n
876;ayeltuael;aye-l-tu-a-el
877;rupatun;rupa-tu-n
878;pellkelekepelay;pellke-le-ke-pe-la-y
879;pewmangen;pewmangen
880;felerkefuy;fele-rke-fu-y
881;ingka;ingka
882;kelluenew;kellu-e-n-ew
883;interesalawüyngün;interesa-la-wü-y-ngün
884;chemlelafiel;chem-le-la-fi-el
885;inyeccion;inyeccion
886;dengüll;dengüll
887;chokofuyu;choko-fu-yu
888;weñengekefuy;weñe-nge-ke-fu-y
889;kulpangeael;kulpa-nge-a-el
890;kudi;kudi
891;feypiafuiñ;fey-pi-a-fu-iñ
892;eletew;el-e-t-ew
893;kurengele;kure-nge-l-e
894;llikalkefuy;llika-l-ke-fu-y
895;traflaeyew;traf-la-e-y-ew
896;ja;j-a
897;trayayka;trayay-ka
898;kamapuley;kamapu-le-y
899;eluñmangelay;elu-ñma-nge-la-y
900;peken;pe-ke-n
901;millalen;millalen
902;lelingeel;leli-nge-el
903;preparao;preparao
904;feyentun;feyentu-n
905;püñeñ;püñeñ
906;ngütrorlelfi;ngütror-lel-fi
907;tranan;trana-n
908;mallmallngeyngün;mallmall-nge-y-ngün
909;tañi;ta-ñi
910;ñidol;ñidol
911;hoja;hoj-a
912;tüfamew;tüfa-mew
913;amurkeymi;amu-rke-ymi
914;tukuay;tuku-a-y
915;nentukefuy;nentu-ke-fu-y
916;castilla;castilla
917;ngapin;ngapi-n
918;ayetukelafimi;aye-tu-ke-la-fi-mi
919;ngillatuaymi;ngillatu-a-ymi
920;tukungekey;tuku-nge-ke-y
921;kulliñ;kulliñ
922;ellayay;el-la-ya-y
923;ngekefuyngün;nge-ke-fu-y-ngün
924;puwaymün;puw-a-ymün
925;wallpaley;wall-pa-le-y
926;llikanoael;llika-no-a-el
927;pu;pu
928;akutuy;aku-tu-y
929;trekayawün;treka-yaw-ün
930;antes;antes
931;foldo;foldo
932;tukukunuy;tuku-kunu-y
933;papa;papa
934;pemeafilu;pe-me-a-fi-lu
935;kimfiy;kim-fi-y
936;nehualwe;nehualwe
937;tapül;tapül
938;weupin;weupi-n
939;san;san
940;longkoafiiñ;longko-a-fi-iñ
941;tamun;ta-mun
942;ufisa;ufisa
943;profesionalngey;profesional-nge-y
944;educacion;educacion
945;kurüngelu;kurü-nge-lu
946;purrutukeyngün;purru-tu-ke-y-ngün
947;dungudungumeken;dungu-dungu-meke-n
948;viajeyawlu;viaje-ya-w-lu
949;miyaw;miyaw-
950;valdivia;valdivia
951;femngelay;fem-nge-la-y
952;lelfün;lelfün
953;soya;soya
954;chaf;chaf
955;nieiñ;nie-iñ
956;yawlay;yaw-la-y
957;siempre;siempre
958;kurengey;kure-nge-y
959;chilengey;chile-nge-y
960;katrungekelay;katru-nge-ke-la-y
961;kurso;kurso
962;kushe;kushe
963;eskota;eskota
964;kelluken;kellu-ke-n
965;kelluentendekanolu;kellu-entende-ka-no-lu
966;kangelu;ka-nge-lu
967;amutukey;amu-tu-ke-y
968;feypiwlaiñ;fey-pi-w-la-iñ
969;tukuael;tuku-a-el
970;tuntelewelay;tunte-le-we-la-y
971;mercedes;mercedes
972;rüngo;rüngo
973;allkünolu;allkü-no-lu
974;putufe;putu-fe
975;oh;oh
976;ngillakamean;ngilla-ka-me-a-n
977;pangkoniepuenew;pangko-nie-pu-e-n-ew
978;poyenngekey;poyen-nge-ke-y
979;chumten;chumten
980;kimfun;kim-fu-n
981;challofnon;challof-no-n
982;wirawiraniengün;wira-wira-nie-ngün
983;katrungekey;katru-nge-ke-y
984;kimnielafimi;kim-nie-la-fi-mi
985;cielo;cielo
986;wedapayafuy;weda-pa-ya-fu-y
987;iltungekelu;i-l-tu-nge-ke-lu
988;pedikefuy;pedi-ke-fu-y
989;elufiy;elu-fi-y
990;patio;patio
991;koraltu;koral-tu
992;aretuüykiyawpeafun;aretu-üy-kiyaw-pe-a-fu-n
993;akucha;akucha
994;trawükefuy;trawü-ke-fu-y
995;antüngekefuy;antü-nge-ke-fu-y
996;küdawkeiñ;küdaw-ke-iñ
997;chala;chala
998;küpawelaymi;küpa-we-la-ymi
999;entumütrünlayay;entu-mütrün-la-ya-y
1000;ayetukefin;aye-tu-ke-fi-n
1001;nuyunuyungey;nuyu-nuyu-nge-y
1002;putuputunoael;putu-putu-no-a-el
1003;adumniefimi;adum-nie-fi-mi
1004;angküy;angk-üy
1005;welu;welu-
1006;palu;pa-lu
1007;pingeken;pi-nge-ke-n
1008;kutrankülen;kutran-küle-n
1009;chummekeymi;chum-meke-ymi
1010;umawpuy;umaw-pu-y
1011;yeaeymew;ye-a-e-ym-ew
1012;estudiante;estudiante
1013;kontukey;kon-tu-ke-y
1014;puwrumey;puw-rume-y
1015;kimelken;kimel-ke-n
1016;castigangelay;castiga-nge-la-y
1017;nieaymün;nie-a-ymün
1018;interesakelay;interesa-ke-la-y
1019;trawükeiñ;trawü-ke-iñ
1020;yeniengün;ye-nie-ngün
1021;se;s-e
1022;ceñael;ceñ-a-el
1023;kaley;ka-le-y
1024;ngoymanietuyngün;ngoyma-nie-tu-y-ngün
1025;fütangelmün;füta-nge-l-mün
1026;rupanole;rupa-no-l-e
1027;man;man
1028;entuniengekey;entu-nie-nge-ke-y
1029;yengelayaymi;ye-nge-la-ya-ymi
1030;misionero;misionero
1031;nütramkaleyu;nütramka-le-yu
1032;tripayan;tripa-ya-n
1033;yengeael;ye-nge-a-el
1034;piyu;pi-yu
1035;democraticamente;democraticamente
1036;kimpafiñ;kim-pa-fi-ñ
1037;muntuñmapaeyñmew;muntu-ñma-pa-e-yñ-mew
1038;mapuchengeel;mapuche-nge-el
1039;amulen;amu-le-n
1040;faneiñ;fane-iñ
1041;elkünuken;el-künu-ke-n
1042;tukutuwn;tuku-tu-w-n
1043;maip;maip
1044;wichakefueyew;wicha-ke-fu-e-y-ew
1045;tremülpafiel;trem-ül-pa-fi-el
1046;mawülay;mawü-la-y
1047;aguantawelafin;aguanta-we-la-fi-n
1048;mansun;mansun
1049;amuyngün;amu-y-ngün
1050;pepufin;pe-pu-fi-n
1051;pirkey;pi-rke-y
1052;kimelfe;kimelfe
1053;ngünenkiyawlfiy;ngüne-n-kiyaw-l-fi-y
1054;fütangeael;füta-nge-a-el
1055;kimngillatun;kim-ngilla-tu-n
1056;piyawkefuy;pi-yaw-ke-fu-y
1057;amutuan;amu-tu-a-n
1058;palo;palo
1059;feypilu;fey-pi-lu
1060;achawall;achawall
1061;mülenolu;müle-no-lu
1062;akulu;aku-lu
1063;tripawe;tripa-we
1064;dungumeafuy;dungu-me-a-fu-y
1065;allkütukelu;allkü-tu-ke-lu
1066;chillan;chillan
1067;antüy;antü-y
1068;ngeiñ;nge-iñ
1069;pelotatumekelu;pelota-tu-meke-lu
1070;chumkanorume;chumkanorume
1071;napor;napor
1072;ayikelan;ayi-ke-la-n
1073;lladkütufueyñmew;lladkü-tu-fu-e-yñ-mew
1074;tremkerkey;trem-ke-rke-y
1075;llituken;llitu-ke-n
1076;ayiwkelu;ayi-w-ke-lu
1077;truri;trur-i
1078;reyin;reyi-n
1079;niefel;nie-f-el
1080;pingekey;pi-nge-ke-y
1081;pewelafin;pe-we-la-fi-n
1082;laf;laf
1083;explicakefuy;explica-ke-fu-y
1084;me;me
1085;mismo;mismo
1086;fente;fente
1087;trariniengey;trari-nie-nge-y
1088;mütrümwe;mütrüm-we
1089;kümelelay;küme-le-la-y
1090;pepukefiy;pe-pu-ke-fi-y
1091;castigangekefuel;castiga-nge-ke-fu-el
1092;pikeeyu;pi-ke-e-yu
1093;yelmeeyu;ye-l-me-e-yu
1094;adumfin;adum-fi-n
1095;feypiy;fey-pi-y
1096;kimelngelaiñ;kimel-nge-la-iñ
1097;eso;eso
1098;tripaken;tripa-ke-n
1099;mülepufulu;müle-pu-fu-lu
1100;utruf;utruf
1101;mülepuy;müle-pu-y
1102;langümwün;langüm-w-ün
1103;nuyu;nuyu
1104;palu;palu
1105;witran;witra-n
1106;chumlekefuy;chum-le-ke-fu-y
1107;permitelay;permite-la-y
1108;lladkükefuy;lladkü-ke-fu-y
1109;papeltulu;papel-tu-lu
1110;kimelpalu;kimel-pa-lu
1111;allkatuy;allka-tu-y
1112;ngümaiñ;ngüma-iñ
1113;mapudungulelu;mapudungu-le-lu
1114;kofre;kofre
1115;anun;anu-n
1116;pemengey;pe-me-nge-y
1117;kepito;kepito
1118;femkey;fem-ke-y
1119;amatuken;amatu-ke-n
1120;küpalan;küpa-l-a-n
1121;ngillatuyawkey;ngillatu-yaw-ke-y
1122;mülepatuiñ;müle-pa-tu-iñ
1123;pichichengelu;pichi-che-nge-lu
1124;anuley;anu-le-y
1125;ngillatukellen;ngillatu-ke-lle-n
1126;elungekey;elu-nge-ke-y
1127;pipaenew;pi-pa-e-n-ew
1128;muntuñmangekey;muntu-ñma-nge-ke-y
1129;rumeymün;rume-ymün
1130;tralkatun;tralkatu-n
1131;profesorngelu;profesor-nge-lu
1132;konkefuy;kon-ke-fu-y
1133;karpintero;karpintero
1134;agua;agua
1135;utrufentumekey;utruf-entu-meke-y
1136;kimael;kim-a-el
1137;mütrümmuaiñ;mütrüm-mu-a-iñ
1138;mekefiiñ;meke-fi-iñ
1139;pünofingün;püno-fi-ngün
1140;kimnien;kim-nie-n
1141;entupaymi;entu-pa-ymi
1142;mejor;mejor
1143;ngüñünoael;ngüñü-no-a-el
1144;ranquil;ranquil
1145;kiñewün;kiñewün
1146;anselmo;anselmo
1147;nütramkangelu;nütramka-nge-lu
1148;allkülele;allkü-le-l-e
1149;tripalay;tripa-la-y
1150;po;po
1151;tralkatupayngün;tralkatu-pa-y-ngün
1152;apellido;apellido
1153;pelontuwe;pelon-tu-we
1154;diluvio;diluvio
1155;mülerkey;müle-rke-y
1156;ülmenwün;ülmen-w-ün
1157;nieli;nie-l-i
1158;mapudungukülmün;mapudungu-kül-mün
1159;kintun;kintu-n
1160;wechuwi;wechu-w-i
1161;kiñengey;kiñe-nge-y
1162;ufisakamañael;ufisa-kamañ-a-el
1163;tüfey;tüfey
1164;entuaiñ;entu-a-iñ
1165;urpun;u-rpu-n
1166;punengeael;pune-nge-a-el
1167;küpawiñoy;küpa-wiño-y
1168;wulelfuiñ;wul-el-fu-iñ
1169;lo;lo
1170;entuli;entu-l-i
1171;wakakamañkiyawi;waka-kamañ-kiyaw-i
1172;rakiduamkelafun;rakiduam-ke-la-fu-n
1173;feypipiy;fey-pi-pi-y
1174;weñengelayaymün;weñe-nge-la-ya-ymün
1175;kudufuyu;kudu-fu-yu
1176;femkeaymün;fem-ke-a-ymün
1177;fütangey;füta-nge-y
1178;nchñ;nchñ
1179;küpan;küpa-n
1180;kümeke;küme-ke
1181;ngenñmangefuy;ngen-ñma-nge-fu-y
1182;kimlafuy;kim-la-fu-y
1183;penielu;pe-nie-lu
1184;kimkeyngün;kim-ke-y-ngün
1185;ngenngepatuy;ngen-nge-pa-tu-y
1186;rapto;rapto
1187;chumkawnorume;chumkawnorume
1188;llena;llena
1189;küdawkechiley;küdaw-kechi-le-y
1190;puwtulu;puw-tu-lu
1191;pepaeyew;pe-pa-e-y-ew
1192;pekanka;pekanka
1193;fillalepe;filla-le-pe
1194;llikaniekay;llika-nie-ka-y
1195;kiñekeley;kiñe-ke-le-y
1196;farmacia;farmacia
1197;kimün;kim-ü-n
1198;chemnien;chem-nie-n
1199;ngenole;nge-no-l-e
1200;enfermera;enfermera
1201;cheael;che-a-el
1202;kimwingkadungunolu;kim-wingkadungu-no-lu
1203;awkantun;awkantu-n
1204;afi;a-fi
1205;wiringen;wiri-nge-n
1206;küpalley;küpal-le-y
1207;niefiñ;nie-fi-ñ
1208;solamente;solamente
1209;chapamtukunungey;chapam-tu-kunu-nge-y
1210;yengetuael;ye-nge-tu-a-el
1211;mülekefun;müle-ke-fu-n
1212;wirarün;wirar-ün
1213;wiriael;wiri-a-el
1214;küpatuy;küpa-tu-y
1215;wudwudlu;wudwud-lu
1216;feyke;fey-ke
1217;pilayaymu;pi-la-ya-ymu
1218;willufkefuy;willuf-ke-fu-y
1219;newen;newen
1220;witram;witra-m-
1221;niekefiel;nie-ke-fi-el
1222;feletuy;fele-tu-y
1223;ngekefuy;nge-ke-fu-y
1224;eymi;eymi
1225;nütramkawün;nütramka-w-ün
1226;vitrola;vitrola
1227;mapuchedunguyngün;mapuche-dungu-y-ngün
1228;amukefuy;amu-ke-fu-y
1229;llalla;llalla
1230;kimelngekelafuy;kimel-nge-ke-la-fu-y
1231;llikalu;llika-lu
1232;ngümakonküley;ngüma-kon-küle-y
1233;yeso;yeso
1234;apoletuy;apo-le-tu-y
1235;elunieyñmew;elu-nie-yñ-mew
1236;tukuafin;tuku-a-fi-n
1237;dullitungekey;dulli-tu-nge-ke-y
1238;lelifin;leli-fi-n
1239;nguyunielan;nguyu-nie-la-n
1240;lladkün;lladkü-n
1241;pepelayan;pe-pe-la-ya-n
1242;langümngeken;langüm-nge-ke-n
1243;kimwirifule;kim-wiri-fu-l-e
1244;tercero;tercero
1245;guillermo;guillermo
1246;femlayaiñ;fem-la-ya-iñ
1247;walloñmangekefuiñ;wallo-ñma-nge-ke-fu-iñ
1248;yefimi;ye-fi-mi
1249;yewekey;yewe-ke-y
1250;malukakey;malu-ka-ke-y
1251;profesora;profesor-a
1252;chefe;che-fe
1253;kelluwkefuyngün;kellu-w-ke-fu-y-ngün
1254;infantil;infantil
1255;prima;prima
1256;ruftu;ruf-tu
1257;arroz;arroz
1258;feypikefiy;fey-pi-ke-fi-y
1259;kakelu;ka-ke-lu
1260;pikefiy;pi-ke-fi-y
1261;collio;collio
1262;corte;corte
1263;allkükefuiñ;allkü-ke-fu-iñ
1264;mülepufun;müle-pu-fu-n
1265;kimwetulan;kim-we-tu-la-n
1266;kimaiñ;kim-a-iñ
1267;puraley;pura-le-y
1268;anükey;anü-ke-y
1269;putukelu;putu-ke-lu
1270;feychike;fey-chi-ke
1271;pichike;pichi-ke-
1272;kimeltuetew;kimel-tu-e-t-ew
1273;kako;ka-ko
1274;arca;arca
1275;weftuy;wef-tu-y
1276;elungenole;elu-nge-no-l-e
1277;llikakey;llika-ke-y
1278;mekeiñ;meke-iñ
1279;entuafuy;entu-a-fu-y
1280;anüm;anüm
1281;fotilla;fotilla
1282;tripakefuy;tripa-ke-fu-y
1283;mülefuy;müle-fu-y
1284;ngümaken;ngüma-ke-n
1285;pifun;pi-fu-n
1286;tripali;tripa-l-i
1287;llikalen;llika-le-n
1288;mülepaiñ;müle-pa-iñ
1289;konnolu;kon-no-lu
1290;feypienew;fey-pi-e-n-ew
1291;kutrankaw;kutrankaw-
1292;kimnolu;kim-no-lu
1293;ngünewkülefulu;ngüne-w-küle-fu-lu
1294;kümen;küme-n
1295;viejo;viejo
1296;putokon;putoko-n
1297;rupale;rupa-l-e
1298;garra;garra
1299;acordaniekefuy;acorda-nie-ke-fu-y
1300;yungelu;yu-nge-lu
1301;participakelaiñ;participa-ke-la-iñ
1302;küpalleyngün;küpal-le-y-ngün
1303;werküken;werkü-ke-n
1304;llellipuñmafin;llellipu-ñma-fi-n
1305;perkankey;perkan-ke-y
1306;entuñmangekey;entu-ñma-nge-ke-y
1307;trananagrumele;trana-nag-rume-l-e
1308;dungumekerkefuy;dungu-meke-rke-fu-y
1309;yallkeetew;yall-ke-e-t-ew
1310;fotrangey;fotra-nge-y
1311;kimniekefuy;kim-nie-ke-fu-y
1312;changall;changall
1313;elungele;elu-nge-l-e
1314;küpayael;küpa-ya-el
1315;kimimi;kim-imi
1316;kude;kude-
1317;pikey;pi-ke-y
1318;empezafuyngün;empeza-fu-y-ngün
1319;wulu;wu-lu
1320;pingekefuiñ;pi-nge-ke-fu-iñ
1321;chedküy;chedküy
1322;ngankey;ngan-ke-y
1323;dungunoliiñ;dungu-no-li-iñ
1324;müte;müte
1325;entumealu;entu-me-a-lu
1326;nungey;nu-nge-y
1327;mekey;meke-y
1328;lavadora;lavadora
1329;winolkülen;winol-küle-n
1330;niekefun;nie-ke-fu-n
1331;wenuluwi;wenu-lu-w-i
1332;wüzatuay;wüza-tu-a-y
1333;tremingün;trem-i-ngün
1334;ülkantukey;ülkantu-ke-y
1335;kimelaeyu;kimel-a-e-yu
1336;allkülayngün;allkü-la-y-ngün
1337;feypipen;fey-pi-pe-n
1338;nentulayafuy;nentu-la-ya-fu-y
1339;kiñeke;kiñe-ke
1340;pichikentu;pichi-ke-ntu
1341;küdawngefuy;küdaw-nge-fu-y
1342;f;f
1343;kolekio;kolekio
1344;korü;korü
1345;estudiapatufuy;estudia-pa-tu-fu-y
1346;kiñe;kiñe
1347;piluleyngün;pilu-le-y-ngün
1348;inaw;ina-w
1349;takungey;taku-nge-y
1350;elkunuy;el-kunu-y
1351;respetangen;respeta-nge-n
1352;tiye;tiye
1353;presoñma;preso-ñma
1354;ayu;a-yu
1355;ngülamkefin;ngülam-ke-fi-n
1356;adumfiñ;adum-fi-ñ
1357;kimelael;kimel-a-el
1358;feypingey;fey-pi-nge-y
1359;abrazo;abrazo
1360;kopiwe;kopiwe
1361;nütramkayaiñ;nütramka-ya-iñ
1362;leputufengen;lepu-tu-fe-nge-n
1363;allkütulafiy;allkü-tu-la-fi-y
1364;por;por
1365;mapudunguntufule;mapudungun-tu-fu-l-e
1366;oro;oro
1367;nütramkayawlafin;nütramka-yaw-la-fi-n
1368;kelluaeymew;kellu-a-e-y-mew
1369;yüllüy;yüllüy
1370;lloftumekefuy;lloftu-meke-fu-y
1371;dungufule;dungu-fu-l-e
1372;hora;hora
1373;entuay;entu-a-y
1374;tukulngekey;tuku-l-nge-ke-y
1375;putokomekey;putoko-meke-y
1376;kuseñma;kuse-ñma
1377;qui;qu-i
1378;venancio;venancio
1379;niewe;nie-we
1380;kisukunuenew;kisu-kunu-e-n-ew
1381;yepatunge;ye-pa-tu-nge
1382;wilifñmay;wilif-ñma-y
1383;operangey;opera-nge-y
1384;dewmakelayaymün;dewma-ke-la-ya-ymün
1385;miyawliyu;miyaw-li-yu
1386;ngewekelay;nge-we-ke-la-y
1387;püzüm;püzüm
1388;ngillatuwelay;ngillatu-we-la-y
1389;kimke;kim-ke
1390;contenta;co-n-t-e-n-t-a
1391;pien;pi-e-n
1392;femlay;fem-la-y
1393;walloñmalen;wallo-ñma-le-n
1394;porque;porque
1395;feyentungekefuy;feyentu-nge-ke-fu-y
1396;ayiwün;ayi-w-ün
1397;ngülamkakefin;ngülam-ka-ke-fi-n
1398;kimkelafun;kim-ke-la-fu-n
1399;trawütrawümekeyngün;trawü-trawü-meke-y-ngün
1400;entumekefuy;entu-meke-fu-y
1401;petu;petu
1402;wilituafulu;wili-tu-a-fu-lu
1403;tripakeyngün;tripa-ke-y-ngün
1404;trawülu;trawü-lu
1405;epewfe;epew-fe
1406;kordero;kordero
1407;katrukachuiñ;katru-kachu-iñ
1408;kimelngen;kimel-nge-n
1409;metrenco;metrenco
1410;chofungelay;chofu-nge-la-y
1411;muntuñmangey;muntu-ñma-nge-y
1412;tukulkawael;tuku-l-ka-w-a-el
1413;pimün;pi-mün
1414;weshakelukiyawkelu;weshakelu-kiyaw-ke-lu
1415;ngillaymi;ngilla-ymi
1416;kimfin;kim-fi-n
1417;idioma;idioma
1418;kal;kal
1419;puray;pura-y
1420;femlimi;fem-l-imi
1421;kawiñ;kawiñ
1422;ayulan;ayu-la-n
1423;pultrunniekefuy;pultrun-nie-ke-fu-y
1424;trayenko;trayenko
1425;angkümmekerkey;angk-üm-meke-rke-y
1426;aeropuerto;aeropuerto
1427;pidekefuy;pide-ke-fu-y
1428;atungekey;atu-nge-ke-y
1429;kimlafiñ;kim-laf-iñ
1430;trawülukeiñ;trawü-lu-ke-iñ
1431;mapu;mapu
1432;escuela;escuela
1433;temprano;temprano
1434;kullingenoli;kulli-nge-no-l-i
1435;nütramkameafiyu;nütramka-me-a-fi-yu
1436;elupakeeyñmew;elu-pa-ke-e-yñ-mew
1437;femkelu;fem-ke-lu
1438;mülelu;müle-lu
1439;femiyu;fem-iyu
1440;ngutuael;ngutu-a-el
1441;pentukualu;pentuku-a-lu
1442;kontawküley;kontaw-küle-y
1443;allkümen;allkü-me-n
1444;ülkefuy;ü-l-ke-fu-y
1445;amukelay;amu-ke-la-y
1446;kutranlelu;kutran-le-lu
1447;putokolmi;putoko-l-mi
1448;niekelaymi;nie-ke-la-ymi
1449;nielan;nie-la-n
1450;ichona;ichona
1451;pingekeyaymi;pi-nge-ke-ya-ymi
1452;küpay;küpa-y
1453;trananawürkey;trana-naw-ürke-y
1454;yewelkafiy;yewe-l-ka-fi-y
1455;chillkatukuael;chillka-tuku-a-el
1456;feyentuetew;feyentu-e-t-ew
1457;arbol;arbol
1458;utrufnagrumele;utruf-nag-rume-l-e
1459;tripakelaiñ;tripa-ke-la-iñ
1460;kuchafotrakelu;kucha-fotra-ke-lu
1461;kimelngelay;kimel-nge-la-y
1462;adngeael;ad-nge-a-el
1463;pilayngün;pi-la-y-ngün
1464;allkülay;allkü-la-y
1465;trokiwimi;troki-w-imi
1466;amuafuymi;amu-a-fu-ymi
1467;pifiñ;pi-fi-ñ
1468;elias;elias
1469;entregayafiel;entrega-ya-fi-el
1470;sacakefuy;saca-ke-fu-y
1471;dificio;dificio
1472;kiman;kim-a-n
1473;wirari;wirar-i
1474;ngillakamey;ngilla-ka-me-y
1475;doctorngen;doctor-nge-n
1476;adkimñmangelay;ad-kim-ñma-nge-la-y
1477;ayeiñ;aye-iñ
1478;ilotun;ilo-tu-n
1479;ngürü;ngürü
1480;puwael;puw-a-el
1481;yenieel;ye-nie-el
1482;weñengekelaiñ;weñe-nge-ke-la-iñ
1483;pamuley;pamu-le-y
1484;allkütulu;allkü-tu-lu
1485;dungukelafuy;dungu-ke-la-fu-y
1486;cuento;cuento
1487;miyawüllayu;miyaw-ül-la-yu
1488;putokoli;putoko-l-i
1489;adnielu;ad-nie-lu
1490;ñamyaw;ñam-yaw-
1491;ketrakefuy;ketra-ke-fu-y
1492;füta;füta
1493;femnole;fem-no-l-e
1494;pütra;pütra
1495;ngillangekelay;ngilla-nge-ke-la-y
1496;ramtulu;ramtu-lu
1497;werken;werken
1498;wirarkülen;wirar-küle-n
1499;piperkelay;pi-pe-rke-la-y
1500;entuymi;entu-ymi
1501;rüpü;rüpü
1502;ti;ti
1503;feymew;feymew
1504;va;v-a
1505;küpa;küpa
1506;kimmekey;kim-me-ke-y
1507;mall;mall
1508;carabinero;carabinero
1509;putunmekefiy;putu-n-meke-fi-y
1510;elantükey;el-antü-ke-y
1511;yawfutuam;yawfutu-a-m
1512;wiñorakiduamtuaymün;wiño-rakiduam-tu-a-ymün
1513;adkintupeliñ;adkintu-pe-l-iñ
1514;kimi;kim-i
1515;droga;droga
1516;chemkülekefuy;chem-küle-ke-fu-y
1517;zinc;zinc
1518;fempafiñ;fem-pa-fi-ñ
1519;kellunietew;kellu-nie-t-ew
1520;chiwudkefuy;chiwud-ke-fu-y
1521;niekefuiñ;nie-ke-fu-iñ
1522;falül;falül-
1523;dungukelayngün;dungu-ke-la-y-ngün
1524;poste;poste
1525;kechiley;kechi-le-y
1526;wingkadungutuyngün;wingkadungu-tu-y-ngün
1527;mületuy;müle-tu-y
1528;purrun;purru-n
1529;küpakim;küpa-kim-
1530;es;es
1531;yemekefuy;ye-meke-fu-y
1532;allkükefuy;allkü-ke-fu-y
1533;üñüm;üñüm
1534;llufkentuhue;llufkentuhue
1535;pikeiñ;pi-ke-iñ
1536;wakakamañael;waka-kamañ-a-el
1537;yeniekefuyngün;ye-nie-ke-fu-y-ngün
1538;ngillayngün;ngilla-y-ngün
1539;wangkuwangkungen;wangku-wangku-nge-n
1540;trapumwingün;trapum-w-i-ngün
1541;kimfemkefuy;kim-fem-ke-fu-y
1542;dungu;dungu
1543;mapuchedungutuy;mapuche-dungu-tu-y
1544;purum;purum
1545;küdawnoael;küdaw-no-a-el
1546;kimafulu;kim-a-fu-lu
1547;feypingekeiñ;fey-pi-nge-ke-iñ
1548;kono;kono
1549;manday;manda-y
1550;chacra;chacra
1551;kewaiñ;kewa-iñ
1552;dijo;dijo
1553;karukatufe;karukatu-fe
1554;posoko;posoko
1555;famnielafiñ;fam-nie-laf-iñ
1556;ngümangümayefimi;ngüma-ngüma-ye-fi-mi
1557;achawalltun;achawall-tu-n
1558;nielmün;nie-l-mün
1559;poyen;poyen
1560;chalin;chali-n
1561;unifersidad;unifersidad
1562;perkeno;pe-rke-no
1563;kullinoael;kulli-no-a-el
1564;costilla;costilla
1565;chillkatumeael;chillkatu-me-a-el
1566;adkunukefuy;ad-kunu-ke-fu-y
1567;puwlmün;puw-l-mün
1568;apon;apo-n
1569;kimwingkadunguafun;kim-wingkadungu-a-fu-n
1570;peñmangelafuy;pe-ñma-nge-la-fu-y
1571;kimelfin;kimel-fi-n
1572;konafuy;kon-a-fu-y
1573;angkümweshakelu;angk-üm-weshakelu
1574;kallpitun;kallpitu-n
1575;purrüm;purrüm
1576;dewmaken;dewma-ke-n
1577;kiñewün;kiñe-w-ün
1578;ngillañ;ngillañ
1579;pipurkey;pi-pu-rke-y
1580;feypikefueyew;fey-pi-ke-fu-e-y-ew
1581;dewmaiyael;dewma-i-ya-el
1582;pekelafu;pe-ke-la-fu-
1583;ayikefuy;ayi-ke-fu-y
1584;weshañmawi;wesha-ñma-w-i
1585;feylle;fey-lle
1586;calle;calle
1587;pentukukey;pentuku-ke-y
1588;cazadores;cazadores
1589;ayulken;ayu-l-ke-n
1590;neyfükünumekey;neyfü-künu-meke-y
1591;zapallo;zapallo
1592;amuael;amu-a-el
